phone_no_m,opposite_count,opposite_unique,voccalltype1,imeis,voc_calltype1,city_name_call,county_name_call,phone2opposite_mean,phone2opposite_median,phone2opposite_max,phone2oppo_sum_mean,phone2oppo_sum_median,phone2oppo_sum_max,call_dur_mean,call_dur_median,call_dur_max,call_dur_min,city_name_nunique,county_name_nunique,calltype_id_unique,voc_hour_mode,voc_hour_mode_count,voc_hour_nunique,voc_day_mode,voc_day_mode_count,voc_day_nunique,sms_count,sms_nunique,sms_rate,calltype_2,calltype_rate,hour_mode,hour_mode_count,hour_nunique,day_mode,day_mode_count,day_nunique,busi_count,flow_mean,flow_median,flow_min,flow_max,flow_var,flow_sum,month_ids,flow_month,arpu_mean,arpu_var,arpu_max,arpu_min,arpu_median,arpu_sum,arpu_skew,arpu_sem,arpu_quantile,label
c0868e1ba898e51950654888ef0913c6a7e0de0652d02c23a1caaa9d552e718794b6306e01701c5a0096760953f2bf9d6e93f083ea4b53638a6de54995728b19,2696,219,923,2,0.34235905,2,9,12.31050228,2,733,759.9817352,85,30210,61.73442136,34,3426,1,2,9,2,18,306,20,23,114,31,1234,202,6.108910891,1194,0.967585089,11,139,21,1,78,31,254,13.2170726,0.142731667,6.58E-05,977.7990465,6134.887258,15635.79689,8,1954.474611,104.4,0.36,105.8,104,104.2,835.2,2.264550265,0.212132034,104.2,0
969fc7b58e8a7bfc1260600b02bda9cb8205311f75d8fe9fb66a77cb60c1bdaeb26bf3f6123d87b61503bec227324a72996f3f5f7c17eeebf5c43e386a40f991,1152,95,466,1,0.404513889,2,3,12.12631579,3,147,1705.031579,384,15982,140.6059028,80,1800,1,2,4,2,9,121,18,15,75,31,722,21,34.38095238,720,0.997229917,10,109,19,10,53,31,120,48.69763679,0.122588158,4.58E-05,3930.078044,84694.38825,44217.4542,8,5527.181775,57.48,31.22077143,65.53,49,57.36,459.84,-0.099859903,1.975499033,57.36,0
9b2ba2cf84a3aa4dc2ea40c0143744e4213e12ae03625899760b7fc1b0ce4a43d4b6e365a2c0dc6d24cf2847f5e188d1627c2bdbc6a213f1f02ac491479a2d0b,194,181,194,11,1,1,6,1.071823204,1,5,165.1657459,43,2821,154.0979381,44,1800,1,1,6,1,12,29,10,21,60,9,319,12,26.58333333,280,0.877742947,14,47,14,4,85,16,26,7.856528036,0.01464653,0.000273705,242.732235,1900.18482,243.5523691,2,121.7761846,,,,,,0,,,,1
c9e85b67d67025b5c6a63b94fd72fe8aeaceffccb11826a48df8c7951bf5a7890cbd5ee2eed35a202870ce97ec37e3f5aad4c28ac99218b840812f1da357cb8f,1619,176,1013,2,0.625694873,3,9,9.198863636,2,339,402.4318182,90,11336,43.74799259,30,896,1,3,9,2,18,256,23,19,74,31,1971,442,4.459276018,1929,0.97869102,10,241,24,19,110,31,276,83.68566779,0.153410912,5.91E-05,11580.77994,478883.9559,89794.72154,8,11224.34019,90.9575,22.50416429,99.06,84.8,90.7,727.66,0.204356813,1.67720617,90.7,0
ce9cca705b4a6f1608c1ca31abbdf14d124b88611b3e1e623e74298f83093c87cf21c6cbc54a1ee6905df5104eac0051bdf1517fc76afcd889a021aa38fa41f6,1535,124,867,7,0.564820847,1,4,12.37903226,2,407,439.0725806,88.5,10747,35.46905537,24,830,1,1,4,2,12,146,23,30,81,31,2208,389,5.676092545,1548,0.701086957,20,296,22,17,199,31,459,48.46308895,0.186707497,6.77E-05,6836.577019,116331.4584,95181.5067,8,11897.68834,36.33375,1550.916827,129.67,12.7,21.65,290.67,2.405741243,13.92352697,21.65,1
7de94687a4d5ad9bb76d5f99de3c50078441b15179fc8c71a0d56800e4200d9c951c133c58a701bd255d687b0aa352b5bf216972bae215f533427f9053096708,539,43,245,1,0.454545455,1,1,12.53488372,2,60,1381.953488,159,10580,110.2486085,49,1092,1,1,1,2,13,75,18,20,30,31,1705,41,41.58536585,1705,1,17,530,23,16,98,31,85,7.314202094,0.066282272,7.44E-05,612.1279306,1828.007988,4410.463862,8,551.3079828,56,0,56,56,56,448,0,0,56,0
ca08766fe967bd0aa3baea6c367956e883e1feae0f3e9f3678ce78fa80dcdf3698d557e44a029505d1d0f6e51a3c561ab0b80fc5653ec9c39cf338ae7c34bbfa,938,167,396,1,0.42217484,1,5,5.616766467,1,286,508.4550898,67,27160,90.52452026,47,1319,1,1,5,2,10,98,22,5,52,31,2180,471,4.628450106,2155,0.98853211,10,364,24,8,143,31,512,34.94191963,0.309252739,9.16E-05,3917.077154,36404.06449,59645.85681,8,7455.732101,49.8,12.07714286,51.1,41.2,51,398.4,-2.827468492,1.228675245,51,0
df5e811f035f4e0f26d643c4c890bb17fbf9688d83c14157f05d8a4f100afb5fa44cb8d883546b2704d6e5343c8aad88137ffa5711675f04f6360c283165ced8,109,84,96,3,0.880733945,1,1,1.297619048,1,11,227.9880952,52.5,3198,175.6972477,46,2702,1,1,3,3,11,17,14,1,87,7,207,20,10.35,205,0.990338164,18,41,21,24,39,16,121,12.59405907,0.330789566,0.000828743,590.4032393,3285.992888,1599.445502,1,1599.445502,45.49571429,1041.723129,105.05,26,29,318.47,1.475063999,12.19908151,29,1
691498469a82bbb0d4c894d30f3f648b8da60248722fdb93d635dd7d7b5e550ee97f08dc908f9aafe454d11e48a98fddb69ee811433d220627a59465ef6fcf35,209,47,106,2,0.507177033,2,6,4.446808511,1,33,291.5531915,82,3396,65.5645933,35,624,1,2,6,2,18,25,18,14,21,29,917,130,7.053846154,901,0.982551799,15,104,21,14,86,31,190,60.13731408,0.214752197,0.000148773,7084.273362,185087.294,37525.68399,6,6254.280664,21.13125,0.113126786,21.96,21,21,169.05,2.781201217,0.118915298,21,0
c5f2222bb7ab32bee84ea54d288c5cdf860ad221f0571f65b3c9ee197603fb3a2a33af5d54180b23bae34b46d2a26afa1270ab0fedf46b751e14137fe4919d70,1790,342,1005,1,0.561452514,1,1,5.233918129,2,117,182.2573099,52,4596,34.82234637,25,919,1,1,1,2,10,225,16,14,84,31,964,77,12.51948052,954,0.989626556,10,210,21,18,63,31,245,13.88766523,0.136360645,7.44E-05,994.964201,3797.241405,18442.81943,8,2305.352429,59.3625,0.099821429,60,59.1,59.2,474.9,1.582552455,0.11170353,59.2,0
b20d97fb5291d5ac19498d871385c8dff7f0988299858ebf5dc72e93e8dd44b1104786a9d48b449d966465e39c9e76a04d41943ebedbee342abef6347a730588,835,51,457,1,0.547305389,2,6,16.37254902,3,384,3470.313725,335,44365,211.9592814,52,1800,2,2,7,2,13,76,18,13,51,31,646,38,17,645,0.998452012,10,92,18,10,57,31,0,0,0,0,0,,0,0,,41.05,291.4985714,70.9,22,38.5,328.4,0.625604011,6.036333442,38.5,0
8844ff1e5b78306fbec9c1c819771e6d17056383aa65f790e14bae187bb5e049979e0e1fce4bd045866358c47c80fa0ced19752f9933fe99f883b47c2b587ec1,354,28,155,1,0.437853107,3,7,12.64285714,2,152,1242.714286,154,9854,98.29378531,34.5,3020,1,3,7,2,17,39,19,6,21,31,636,70,9.085714286,636,1,10,81,22,8,61,31,102,3.91510216,0.058093071,5.53E-05,189.9773245,274.2716063,1303.729019,8,162.9661274,24.43875,89.15604107,45.79,19,19.855,195.51,2.087504482,3.338338679,19.855,0
33a7e1039b855fa1b824910f40cd6a81960e9e42f16c7982be253e0f7111a6efc43682829cc1f9654fe60f053f517bd583a4f14761b4a37eb90346d45f31fc5b,629,53,291,1,0.46263911,3,11,11.86792453,2,227,1400.867925,163,14169,118.0381558,31,3433,1,3,13,2,17,67,18,6,44,31,419,21,19.95238095,418,0.997613365,11,59,16,12,43,31,148,7.905582372,0.076920986,7.44E-05,805.7145739,2406.576193,4284.825645,8,535.6032057,1,0,1,1,1,8,0,0,1,0
70ebb76d5922816ec70632fd0e6d5f5cb512e6640658b89739ecabf0a429286fbb2deeb6a06a1acf6a931f8d14b1ce917e03d1c52495d5412bd27478e76e98d5,594,35,311,1,0.523569024,1,2,16.97142857,3,164,1349.742857,348,9836,79.53030303,42,1061,1,1,2,2,13,57,21,28,33,31,531,30,17.7,531,1,10,95,17,16,53,31,99,1.767101597,0.054875374,0.000136375,62.58119297,43.43421444,577.8422222,8,72.23027778,21.74125,35.95658393,31.64,14.26,21.61,173.93,0.400855894,2.120040799,21.61,0
5e81597e9f1bd78432c3d39c795eeb310e38b677b6d1d0cf93a4d60c88728d9cf6e6cd4b5e274a4a8dc5cd3b311dcc33a886be5f15a35f80db87855795958e48,422,69,16,1,0.037914692,2,3,6.115942029,1,119,343.2898551,44,4813,56.13033175,36,817,1,5,17,2,17,52,21,1,25,31,892,152,5.868421053,887,0.994394619,10,105,20,8,75,31,9,1.200006676,0.023798943,0.000678062,8.610696793,7.159816201,24.00013351,4,6.000033379,9.0775,0.039907143,9.57,9,9,72.62,2.786966839,0.070628556,9,0
b04509a348b2cc8361bea384f7c106c89a3df8547ed31b2d567c30d2abc305fad8e731a3d7e2ee8eb8ad4f27374dd2b4545323a90ea9a2d916a34e25b7642bef,843,88,843,1,1,9,20,9.579545455,2,249,1960.056818,209,52301,204.6085409,58,2041,1,9,20,1,10,95,20,18,56,31,1179,140,8.421428571,1158,0.982188295,10,116,21,26,66,31,221,29.77682427,0.127219677,8.77E-05,7808.081389,82827.62015,28049.76846,8,3506.221058,55.76875,563.4443268,98.5,30.81,53.505,446.15,0.676657167,8.39229056,53.505,0
df85a35c65003c808973ae23d5ca0c74f71a0456030b9ae696a68d7903ef6cc899c6c6a2e67e8ca24bddb4ef316f8c2aa966fbe86988ed323ff0c1a536e37cf5,452,31,236,2,0.522123894,1,2,14.58064516,1,201,717.2258065,82,7401,49.19026549,25,3204,1,1,2,2,17,96,17,12,27,31,426,88,4.840909091,426,1,10,76,19,10,37,31,168,5.566429094,0.089279175,7.25E-05,393.8907022,819.0922602,2872.277412,8,359.0346766,16.0575,395.37185,64.17,3.09,10.625,128.46,2.582611602,7.030041341,10.625,0
22c2882ddc2f8592a1d7e25dd58661b67a9b1f04d30d49389ba91721b786d16b428d7c356a6d08cbf9c7549f360afb3ad56ca869bc2700da5e182056f0d949aa,237,227,237,12,1,1,5,1.044052863,1,4,145.0264317,45,2657,138.907173,45,1800,2,1,5,1,16,34,13,28,52,10,640,16,40,515,0.8046875,15,104,24,30,142,12,16,7.207907772,0.007506371,0.000144958,143.7258701,1032.531977,144.1581554,2,72.07907772,95.222,3171.58392,163.61,6.5,102,476.11,-0.880868928,25.18564639,102,1
21f95eb10d93789e4daf9f86709c25d5222866b37a8cf4014c302f1ff9bcdf626122c08ec7888eb111eafcff7fc6d89f346d7df8a2ae6d3d3940f7e6761c85d3,434,20,207,1,0.476958525,1,2,21.7,5.5,184,2834.5,600.5,16692,130.6221198,46,1800,1,1,2,2,10,44,16,14,27,31,413,12,34.41666667,412,0.997578692,17,63,15,8,53,31,5,0.008921862,0.006238461,7.44E-05,0.060063362,0.000187464,0.178437233,8,0.022304654,39.3525,0.443878571,40.66,39,39,314.82,1.609559009,0.235552163,39,0
b586e2162d44d5a6ce9e5f02e7144a75a99aed459fc48e7d417daf46aa3f9dae733f75ce51a3d78695b9ed6dba259f9bb7433c3c0b9a3bea4bc7f8a591e60fd6,164,25,79,2,0.481707317,1,1,6.56,1,47,441.16,87,4339,67.25,41.5,469,3,1,1,2,11,25,17,2,14,30,352,39,9.025641026,352,1,11,67,18,16,47,30,66,0.918946823,0.055021763,7.44E-05,35.58079624,14.51941984,174.5998964,8,21.82498705,26.0375,0.01125,26.3,26,26,208.3,2.828427125,0.0375,26,0
7960937556798c5b27aa10230f893482e9031246a504776d294d5a031fdb87357aaf2830e215750429fc520718747d84ee26bcd2cc8f377310ad79e8775fc5f3,64,64,64,3,1,2,2,1,1,1,136.671875,21.5,2866,136.671875,21.5,2866,2,2,2,1,12,21,7,2,62,2,95,4,23.75,84,0.884210526,12,31,8,2,59,3,0,0,0,0,0,,0,0,,25.135,1000.38645,47.5,2.77,25.135,50.27,,22.365,25.135,1
3ed4310a20a44bdc2336971cf5ebfedf3c363bb7eec3eba29f2326cd9700ddd5eb7ec3cd930aa8c023878cb75def3499e7a38c2405ad571e0f27ddea2c74bdd8,105,47,5,1,0.047619048,2,3,2.234042553,1,34,74.40425532,42,606,33.3047619,18,252,1,2,3,2,14,14,18,14,10,28,1559,314,4.964968153,1550,0.994227069,11,269,22,11,102,31,96,1.976160411,0.038661957,0.000144958,149.2417135,130.6095443,432.77913,6,72.129855,9.49875,0.781841071,11.62,9,9.195,75.99,2.507195806,0.312618192,9.195,1
28966a466f0fbed8be226c49a78b482b56aab4bdb04fe0a5d2e4d961dd893a3ee6b9d295c9d365082394f2854e1be4e1aad0a7b3c5e4ad20a28a7793264e871e,409,137,184,3,0.449877751,3,10,2.98540146,1,57,333.5620438,45,14739,111.7310513,40,2369,1,4,13,2,19,44,23,25,25,31,1722,490,3.514285714,1703,0.988966318,16,291,24,16,252,31,381,71.17831138,0.241415024,0.000105858,9507.831258,234427.5277,96660.14685,8,12082.51836,44.5825,276.3537643,78.91,25.86,45.045,356.66,1.160268454,5.877433159,45.045,0
250ccf2d70b48cdb96a2e0ddd3f5f4f9e4e96781e285961a97269c7e3c3c5fc23e20dc6115306ea5a59704edc674e048770044be035def4ac3e4628231f83e2d,123,25,114,3,0.926829268,1,6,4.92,1,32,494.52,131,7035,100.5121951,34,1466,1,1,6,2,18,13,17,23,11,29,2291,176,13.01704545,1947,0.849847228,13,281,22,15,116,31,325,145.6876129,0.177812576,0.000106812,25554.50936,1810961.568,139714.4208,8,17464.3026,44.67125,282.8719268,66.33,22.09,49.455,357.37,-0.262456963,5.946342645,49.455,0
a87d77780b070e7c88a2b71ed8a691e6801f48c52673004e05ab63cf8cb802f20790ddb07154c3d4c7f5e3c7dc7ba4e83ca20a4f3ccc79a0eaf5593d8924d25b,3532,251,1406,3,0.398074745,9,31,14.07171315,1,803,1312.752988,57,108636,93.29020385,37,3780,1,13,43,2,14,363,24,1,165,31,3519,602,5.84551495,3474,0.987212276,11,316,24,18,179,31,401,70.56697107,0.275605202,9.16E-05,11500.93979,364849.5774,117352.8729,8,14669.10911,127.55875,782.3800696,186.21,106,118.13,1020.47,1.562463923,9.889262293,118.13,1
e380af585606a8a28a90b18eb5546debc23220177266586f3cb49d5586fbf26cb2737de3b2789f6855aa15d3f756befc474f9692d9fec5bb4af98090a3c3b794,1423,75,551,1,0.387210119,1,2,18.97333333,2,468,2287.093333,192,32817,120.5425158,39,1866,1,1,2,2,10,139,23,13,74,31,585,32,18.28125,585,1,11,76,21,9,59,31,36,3.769512575,0.014507294,7.63E-05,234.6304016,711.5365966,297.7914934,8,37.22393668,49.76375,106.1537411,68.69,37.72,49.035,398.11,0.657128321,3.642693733,49.035,0
5ec0f9968a1f2b98f33d1d8caeb28f97b76b00a860a4dfa4239f6b49acd94bcd6820a10ca607242bf4155617b153e4149609db2f17f2ac57d1078181a4b9a2ff,276,140,42,1,0.152173913,2,5,1.971428571,1,40,175.85,33,6589,89.19927536,35.5,3001,3,2,6,2,13,53,23,1,14,31,1016,243,4.181069959,1013,0.997047244,10,174,20,9,66,31,10,0.047060808,0.004424572,6.10E-05,0.529121399,0.011650775,1.411824226,8,0.176478028,11.1375,4.243821429,15.66,9.54,10.62,89.1,1.758927248,0.728338986,10.62,0
b1f759eae381a22d190d4138568e09d8d0d19a97209b28edb9a32374ab10752ccb10cda615b20a1228412b321a10f1a2f8e6907f1286b418ace7362772cafd90,,,,,,,,,,,,,,,,,,,,,,,,,,,45,15,3,39,0.866666667,12,11,9,6,8,13,1,0.002469063,0.002469063,0.001646042,0.003292084,1.35E-06,0.004938126,2,0.002469063,1,0,1,1,1,2,,0,1,1
1faa015ff408fb486fe3a8ee7dc8d88d7f211cbd6b1db1b4274fd4597cc1f93d6a7193112b82aba3c2152dc36550ea4d11d72706c58f0c26443bfd0de40e7073,528,37,249,2,0.471590909,1,1,14.27027027,5,116,955.0540541,289,9192,66.92613636,43,881,1,1,3,2,18,117,17,1,31,31,343,14,24.5,343,1,15,58,16,11,41,30,52,2.674541439,0.064146996,7.44E-05,109.4321117,128.3150649,805.036973,8,100.6296216,4.3725,17.35636429,10.69,1,2.9,34.98,0.81299839,1.472937723,2.9,1
7655dd79c870795aa16e97587705cead02aa66721542370be957d190f55b5330d9295462fb8837d97ace4eb816bcf649c05a202595126837b2dde34af11255cf,244,227,237,2,0.971311475,0,0,1.074889868,1,8,221.7180617,55,14147,206.2704918,55,1800,1,0,0,2,16,40,16,31,126,3,51,6,8.5,49,0.960784314,16,17,9,31,19,5,0,0,0,0,0,,0,0,,98.16,6656.2722,155.85,40.47,98.16,196.32,,57.69,98.16,1
c9ccd22c375510460d330af9e338b274f87476c73760954fb0ef3fcbef04fb27c4d3b36b1c198e7c370d06f3a89943c36cf89539256cc82bb9c77adf4b43e40c,1053,38,589,1,0.559354226,1,1,27.71052632,5,481,9866.342105,348,241670,356.0503324,116,2100,1,1,1,2,5,89,24,14,85,31,463,24,19.29166667,462,0.997840173,10,78,20,4,45,31,4,0.011159814,0.004495621,6.10E-05,0.044039726,0.000163094,0.25667572,8,0.032084465,44.89,1503.944229,139.71,24.7,33.305,359.12,2.694672991,13.71105498,33.305,0
9b7945e26aea0818c3c5cddbdacd694d5cf7bf98041786d85437e35664d19dd33ecc6514e1fbfcf5a41c8c2c731834a98e7c51a1e32d7532f5bbe89fdee7352f,145,141,145,8,1,0,0,1.028368794,1,4,169.5957447,54,6462,164.9172414,57,1800,1,0,0,1,14,29,11,31,105,2,39,6,6.5,39,1,14,15,8,24,15,4,30,0.949481103,0.050605774,0.001447678,17.4197464,9.932131921,29.43391418,1,29.43391418,51.79,804.8072,71.85,31.73,51.79,103.58,,20.06,51.79,1
9e20adf0017d1f59cc7a70a7560a6e2a81b6c05546ec48a9d19ac9b91671f7166a4b0903a7335992c65663aae4b57bb0a94ea24472b98312b130f36c1125c0a3,216,23,216,2,1,1,2,9.391304348,3,58,529.826087,128,3585,56.41666667,28,1916,2,1,2,1,11,33,18,7,14,31,800,32,25,697,0.87125,11,103,21,16,51,31,91,4.490354834,0.169054985,0.000254631,172.8453884,276.4050252,1288.731837,5,257.7463675,22.53,18.26171429,31.38,19.4,20.5,180.24,1.637346607,1.51086541,20.5,0
69d01393b73dc954b2cf39b3d2b8b4789f92b7b7cebdb56097f8beb93ec246fc748c39e6fe5d08c1f6f67516abb8a6b0b0d81409c4296573c4f0bcb8b6c8f9c2,511,100,310,5,0.60665362,2,5,5.11,1.5,68,470.03,103,4236,91.98238748,34,1710,1,2,5,3,18,58,23,20,59,29,333,65,5.123076923,328,0.984984985,13,85,23,14,69,25,176,59.78816087,0.178721428,7.63E-05,7476.160247,192626.9625,27084.03687,3,9028.012291,73.24666667,2659.083633,131.09,32.09,56.56,219.74,1.303699846,29.77181908,56.56,1
1211949f9300eb39f62a86da12cd0825649054b323d78b66b0bf171b0dc3014056fd4f797cde7a843c9eec427bf801ab7d9aaa356a50a79854d5414e2bff01ce,1224,165,726,3,0.593137255,4,13,7.418181818,1,421,527.8,63,29271,71.1495098,34,3121,1,5,15,2,17,139,19,23,65,31,2617,537,4.873370577,2601,0.993886129,11,334,22,8,160,31,321,27.29942884,0.312870026,0.000105858,1915.346169,18405.79091,36526.63579,8,4565.829474,22.98375,260.0609411,42.25,1,28,183.87,-0.23373333,5.701545197,28,0
ded66f60bce546e7858b31061278d38eb0f9d025fac586462c89e7bfd1ff70ecb73254bcdf72d0de8f539a45ccb39384cc1def3e808b1834f763bdf07596a04a,2608,198,1677,3,0.643021472,3,11,13.17171717,2,518,938.0505051,160.5,19229,71.21702454,34,1842,1,4,12,2,12,365,23,18,117,31,1169,128,9.1328125,974,0.833190761,12,124,24,16,72,31,219,63.34660138,0.131574631,7.44E-05,10813.97406,282213.4937,72658.55178,8,9082.318973,161.89,6.3368,168.12,161,161,1295.12,2.828427125,0.89,161,0
70fb47148e0d0cc772ee72482dc265762c5be0facc8c7a1c20d0191a808731c89774966c6153a3727fb996183db3385bcc01e69f73e39a4595fb42f7309e09ac,2,2,,,,,,1,1,1,12,12,12,12,12,12,12,1,1,1,14,2,1,12,2,1,806,73,11.04109589,801,0.993796526,10,157,23,12,56,31,294,16.38004101,0.142837048,7.63E-05,6668.549779,46157.56718,18574.9665,8,2321.870813,14.01875,0.0028125,14.15,14,14,112.15,2.828427125,0.01875,14,0
093302a30b363a09a4808497efa380894363a9fac46d4dc9e34173682329095bc48a83e075a8112f54eefe95e4716ba63858595ddb7d4b4b5e9e46c383c378b6,694,80,400,1,0.576368876,4,9,8.675,2,209,1084.5,196.5,25680,125.0144092,32,2908,1,4,11,2,22,76,20,18,47,31,787,55,14.30909091,786,0.998729352,10,96,20,9,62,31,218,26.76258581,0.195732117,4.58E-05,1583.941409,17337.99514,25130.06808,8,3141.258509,11.52875,0.035726786,11.99,11.45,11.45,92.23,2.685342591,0.066827002,11.45,0
6b20c6b56e1381bc12af1b3577bc1e7eace53542b89f02436682950263f06688e051e499bd3aeff77f46166ecee75975684965920f2b329a1359b093c7bad170,69,22,22,1,0.31884058,2,3,3.136363636,1,25,341.7727273,73.5,3164,108.9710145,55,803,6,2,4,2,18,11,16,23,6,27,541,21,25.76190476,528,0.975970425,8,65,21,7,56,31,1,0.006514277,0.00491333,0.002306938,0.014320374,2.40E-05,0.045599937,7,0.006514277,1,0,1,1,1,8,0,0,1,0
727ecffb23824b09036920e3780774f9c13adcfff22c88abae195d5c2bbea046b3610748e5603cb441d8458c3f45a32a71507965208b8e969c0840e86def5a28,14,12,12,1,0.857142857,0,0,1.166666667,1,2,407.5,167.5,2015,349.2857143,167.5,1931,6,0,0,2,13,4,6,19,14,1,64,10,6.4,62,0.96875,12,41,5,6,31,4,0,0,0,0,0,,0,0,,49.01666667,2945.796233,111.67,16.38,19,147.05,1.727511312,31.33579547,19,1
76cfb501324ee746964825be2d518cdf51da34df8bc8bda67ddf0c6bc881f3806ce1dba4a080b1de8c22786c9c538033007ec91fac13739ae1ab6d347613ca86,1106,134,669,1,0.604882459,3,6,8.253731343,2,246,2098.30597,106.5,171328,254.2251356,63,4956,1,3,7,3,17,110,24,8,68,31,1341,346,3.875722543,1326,0.988814318,10,181,23,16,93,31,232,36.7112566,0.165864944,7.63E-05,3353.646734,48407.25432,23605.338,3,7868.445999,80.2775,657.06745,121.2,59,71.925,642.22,0.922496805,9.062749652,71.925,1
96eb8a1d14bac95a3354914690b498039730486a2ee82eddf4a0ce3467720e5fbd71574d3dbd4225601bcce69fe47a2b7f49bde846a2e3337fa38f5844706fc4,270,96,128,8,0.474074074,1,2,2.8125,1,38,130.6875,41,2008,46.46666667,21,1276,1,2,5,2,11,33,19,3,27,31,1760,225,7.822222222,1735,0.985795455,14,188,23,15,92,31,98,4.677690614,0.284299374,7.63E-05,114.6480742,217.298753,991.6704102,6,165.2784017,10.24375,6.689683929,16.51,9,9.15,81.95,2.612147521,0.914445455,9.15,1
7882eb6dc59d795e4c1706a1d3f90b34a5e0b268b2cf6203a5e06b304b0902658bc2b8aff3511cc3d125419f7d85d8467c032e2a832796bec4320ad83dfb9f6d,25,13,10,1,0.4,2,2,1.923076923,1,9,83.38461538,18,649,43.36,43,129,4,2,2,2,9,5,9,29,3,17,467,24,19.45833333,467,1,13,58,18,12,44,31,0,0,0,0,0,,0,0,,9.0125,0.00125,9.1,9,9,72.1,2.828427125,0.0125,9,0
bc16460ed5e0f328620ab4a0d52e14bc270fb7ebe0a36ae7ddc1c66bd98ae936584e4e4ea9f3a9da99fdd9028198a35906c477da202aead0e008e294901661c8,3103,352,1849,1,0.59587496,3,7,8.815340909,1,484,889.2414773,84.5,76677,100.8743152,44,3600,1,3,11,2,18,218,24,23,154,31,6526,1416,4.608757062,6286,0.963224027,11,571,24,14,354,31,501,59.76051279,0.249376297,0.000106812,8108.257095,134688.3372,115218.2687,8,14402.28358,161.42625,2547.483455,221.35,77.2,158.63,1291.41,-0.373955195,17.84475923,158.63,1
4f79894ead50552acb7236149edce55f9aac28f9c5c5800d7c4abaedd25edc9b3851ad14172fd531d390d89211c102ad6ed372725698ecb7ce6d93868b2dbb3c,147,34,146,1,0.993197279,4,5,4.323529412,2,18,250.6764706,153,921,57.97959184,38,455,1,4,5,2,20,18,21,14,11,30,892,214,4.168224299,884,0.99103139,11,95,23,10,52,31,82,37.825944,0.043134689,0.000320435,2203.419485,55177.68343,4652.591112,3,1550.863704,19.12375,0.079083929,19.8,19,19,152.99,2.55378886,0.099425807,19,0
e472236d6a465d619e32d4d2593346b1c1d54328e13180ad3cca899eaa933b472f8bca52ff87bfa0fc1c1c4d82397f32baccf6e4e0dd8f347de220761be41580,122,69,31,2,0.254098361,2,2,1.768115942,1,18,164.2753623,34,2429,92.90983607,36,1343,4,3,3,2,11,22,16,13,12,26,1096,175,6.262857143,1074,0.979927007,13,144,20,8,66,31,3,0.006262398,0.009072304,3.81E-05,0.012655258,3.28E-05,0.031311989,2,0.015655994,13.59,25.8518,21.41,9,10.75,108.72,0.722042959,1.797630385,10.75,0
4cd37d323d90410b5927f6767b104ff49844bfa9306ba0017bbeb44b83309ea88a4ff539d50b8d2be7b9d734dc7b88245cfb7c7e885905f34add631a5bdb34ee,2642,167,1076,2,0.407267222,4,18,15.82035928,3,574,684.2694611,134,25855,43.25246026,24,2378,1,4,22,2,18,200,24,22,132,31,2570,114,22.54385965,2559,0.995719844,17,488,23,25,153,31,222,170.5546596,0.266295433,7.44E-05,28033.62526,2610656.179,171919.0969,8,21489.88711,119.65,162.1771429,146,113,113.05,957.2,1.746433179,4.502459645,113.05,0
4237bf15723d28cf6075cd70411006069853b7cea7a9bfde28768767cb070c6b9ec60f7f706cfeb0a0619a6218c852598be25691e5f329fa604a23ab58f8d078,777,610,777,2,1,1,1,1.273770492,1,12,71.46393443,30,1314,56.1042471,35,502,5,1,1,1,16,186,9,26,165,9,88,23,3.826086957,62,0.704545455,9,23,10,25,18,8,0,0,0,0,0,,0,0,,91.21333333,15644.29653,235.64,19,19,273.64,1.732050808,72.21333333,19,1
a532cf12478523edba2ee5496f2db9c344fae54d729de9d4d7771533e8bb615fc06ec3f22dc4715278dddb028dd68e8129b4ac72047b33094374995d62191ac4,230,205,230,1,1,0,0,1.12195122,1,8,161.5219512,66,1215,143.9652174,64.5,1195,1,0,0,1,13,30,12,4,80,3,180,17,10.58823529,178,0.988888889,11,68,12,13,82,8,14,0.041821539,0.007424355,0.001169205,0.507422447,0.015500434,0.66914463,2,0.334572315,56.97666667,4694.652033,136.09,16.74,18.1,170.93,1.731283146,39.55861488,18.1,1
3f205459301a4f84c9b5ff35d975c180d3698bf77d65fc0509d2e86e0ec123a35a76399e790a9a14c145edfeb4f94e3c991cdcde689e883651533d05760a425c,72,48,48,1,0.666666667,5,10,1.5,1,6,107.75,43,662,71.83333333,29,662,4,5,10,2,9,13,16,11,6,23,2014,651,3.093701997,2006,0.996027805,10,330,24,10,132,31,168,29.37370898,0.189687729,0.000144958,2275.43951,29413.32339,12160.71552,5,2432.143103,20,0,20,20,20,160,0,0,20,0
66cec0d26293ca4693e690df6d01a3566114f1d6b4acb7715a0eeb04c4372b17918dff96e7659b757c0d419883f0fa36b01180d6e2bcadac62972f7c17cece65,847,120,377,1,0.445100354,1,2,7.058333333,1,230,527.4583333,97,11770,74.72845336,40,2820,1,1,2,2,18,86,19,27,48,31,1281,158,8.107594937,1269,0.990632319,14,142,23,9,62,31,208,25.33720146,0.257619858,7.63E-05,2355.427914,22626.68851,13859.4492,3,4619.8164,113.875,6.696428571,117,112,112,911,0.644061189,0.914906318,112,0
